"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$1317_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$378_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4407_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$3522_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$489_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$904_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$470_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$6137_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$3400_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4463_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$3930_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$1031_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$6101_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$5228_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$5944_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$449_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$367_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$5372_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$592_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4499_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4319_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4241_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$5217_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4598_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$465_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$314_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4937_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$494_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$5261_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$6281_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$549_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$1264_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$6620_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$5722_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4924_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$971_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$5822_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$2199_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$343_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$6359_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$6002_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$3657_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$931_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4980_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$5272_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$3669_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4307_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$303_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$481_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4802_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$478_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$3535_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4363_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$284_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$623_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$6632_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$339_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$675_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$6113_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20005: Table ""KRISHNA"".""test_magento_adw_harvestc_base_users"" does not exist\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 560\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1042\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$5612_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$3424_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4130_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4487_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$5150_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$2583_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4949_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
